EmployeeID,FirstName,LastName,Email,Department,JobTitle,Location,Latitude,Longitude,RiskScore,DeviceCompliant,MFARegistered,AccountStatus,HIBPExposed,HIBPBreachCount,HireDate,CreatedDate
MZ0042,Sifiso,Phiri,sifiso.phiri42@micrlabs.onmicrosoft.com,Clinical,Nurse,Gweru,-19.4696,29.7877,15,True,True,Active,False,0,2021-09-23,2026-03-28T17:51:09.846108
MZ0043,Nomvula,Chirwa,nomvula.chirwa43@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8277,31.0655,15,True,False,Active,False,0,2022-03-19,2026-03-28T17:51:09.846139
MZ0044,Bongani,Nkomo,bongani.nkomo44@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8768,31.0267,20,True,True,Active,False,0,2021-06-28,2026-03-28T17:51:09.846171
MZ0045,Bongani,Tembo,bongani.tembo45@micrlabs.onmicrosoft.com,Clinical,Radiologist,Bulawayo,-20.1331,28.6008,5,False,False,Active,False,0,2022-08-10,2026-03-28T17:51:09.846200
MZ0046,Bongani,Dube,bongani.dube46@micrlabs.onmicrosoft.com,Clinical,Doctor,Gweru,-19.4304,29.8132,12,False,True,Active,False,0,2021-05-06,2026-03-28T17:51:09.846230
MZ0047,Zanele,Phiri,zanele.phiri47@micrlabs.onmicrosoft.com,Clinical,Nurse,Bulawayo,-20.0875,28.6655,18,False,True,Active,False,0,2024-01-17,2026-03-28T17:51:09.846259
MZ0048,Nompilo,Chikwanda,nompilo.chikwanda48@micrlabs.onmicrosoft.com,Clinical,Nurse,Mutare,-18.9367,32.6486,20,True,True,Active,False,0,2025-11-27,2026-03-28T17:51:09.846288
MZ0049,Bongani,Chikwanda,bongani.chikwanda49@micrlabs.onmicrosoft.com,Clinical,Doctor,Harare,-17.7899,31.0103,9,True,True,Active,False,0,2021-10-03,2026-03-28T17:51:09.846317
MZ0050,Munyaradzi,Zimba,munyaradzi.zimba50@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8326,31.0084,18,True,True,Active,False,0,2024-10-06,2026-03-28T17:51:09.846347
MZ0051,Nompilo,Moyo,nompilo.moyo51@micrlabs.onmicrosoft.com,Clinical,Doctor,Masvingo,-20.0945,30.8218,18,True,True,Active,False,0,2024-02-28,2026-03-28T17:51:09.846377
MZ0052,Bongani,Chikwanda,bongani.chikwanda52@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8763,31.0358,17,False,True,Active,False,0,2021-11-16,2026-03-28T17:51:09.846406
MZ0053,Munyaradzi,Sithole,munyaradzi.sithole53@micrlabs.onmicrosoft.com,Clinical,Nurse,Bulawayo,-20.1798,28.6407,9,False,True,Active,False,0,2025-06-02,2026-03-28T17:51:09.846436
MZ0054,Lungelo,Mpofu,lungelo.mpofu54@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.8454,31.0902,13,False,True,Active,False,0,2024-02-14,2026-03-28T17:51:09.846468
MZ0055,Nyasha,Moyo,nyasha.moyo55@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Mutare,-19.0155,32.7161,12,True,True,Active,False,0,2023-11-05,2026-03-28T17:51:09.846498
MZ0056,Tinashe,Mpofu,tinashe.mpofu56@micrlabs.onmicrosoft.com,Clinical,Doctor,Gweru,-19.4379,29.7906,20,True,True,Active,False,0,2024-08-28,2026-03-28T17:51:09.846541
MZ0057,Thandi,Nkomo,thandi.nkomo57@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8186,31.0986,8,False,True,Active,False,0,2025-03-19,2026-03-28T17:51:09.846573
MZ0058,Tsitsi,Moyo,tsitsi.moyo58@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Masvingo,-20.0668,30.8736,17,True,True,Active,False,0,2025-07-10,2026-03-28T17:51:09.846606
MZ0059,Chiedza,Tembo,chiedza.tembo59@micrlabs.onmicrosoft.com,Clinical,Doctor,Mutare,-18.9357,32.6809,8,False,True,Active,False,0,2026-02-19,2026-03-28T17:51:09.846638
MZ0060,Zanele,Zimba,zanele.zimba60@micrlabs.onmicrosoft.com,Clinical,Doctor,Bulawayo,-20.1756,28.6412,5,False,True,Active,False,0,2021-12-14,2026-03-28T17:51:09.846670
MZ0061,Lungelo,Chirwa,lungelo.chirwa61@micrlabs.onmicrosoft.com,Clinical,Doctor,Gweru,-19.454,29.782,10,False,False,Active,False,0,2025-12-21,2026-03-28T17:51:09.846701
MZ0062,Nompilo,Zimba,nompilo.zimba62@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Gweru,-19.4408,29.7989,12,False,True,Active,False,0,2025-12-07,2026-03-28T17:51:09.846731
MZ0063,Nyasha,Sithole,nyasha.sithole63@micrlabs.onmicrosoft.com,Clinical,Radiologist,Bulawayo,-20.1446,28.5793,15,True,True,Active,False,0,2022-10-17,2026-03-28T17:51:09.846762
MZ0064,Thandi,Gumbo,thandi.gumbo64@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Bulawayo,-20.0945,28.632,11,True,True,Active,False,0,2024-03-06,2026-03-28T17:51:09.846793
MZ0065,Kudzai,Banda,kudzai.banda65@micrlabs.onmicrosoft.com,Clinical,Radiologist,Bulawayo,-20.1334,28.6557,7,True,True,Active,False,0,2024-09-13,2026-03-28T17:51:09.846823
MZ0066,Lungelo,Banda,lungelo.banda66@micrlabs.onmicrosoft.com,Clinical,Nurse,Bulawayo,-20.1481,28.6761,15,True,True,Active,False,0,2023-11-19,2026-03-28T17:51:09.846852
MZ0067,Bongani,Ncube,bongani.ncube67@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Mutare,-18.9891,32.6952,10,True,True,Active,False,0,2025-02-12,2026-03-28T17:51:09.846883
MZ0068,Sibusiso,Mhlanga,sibusiso.mhlanga68@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.8565,31.0201,5,False,True,Active,False,0,2025-09-15,2026-03-28T17:51:09.846913
MZ0069,Simba,Chikwanda,simba.chikwanda69@micrlabs.onmicrosoft.com,Clinical,Doctor,Bulawayo,-20.1699,28.6632,20,True,True,Active,False,0,2023-11-18,2026-03-28T17:51:09.846943
MZ0070,Nompilo,Banda,nompilo.banda70@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.7827,31.0274,20,True,True,Active,False,0,2022-11-13,2026-03-28T17:51:09.846973
MZ0071,Tsitsi,Chirwa,tsitsi.chirwa71@micrlabs.onmicrosoft.com,Clinical,Radiologist,Bulawayo,-20.1673,28.6575,14,True,True,Active,False,0,2023-12-20,2026-03-28T17:51:09.847003
MZ0072,Simba,Zimba,simba.zimba72@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.8349,31.0882,18,True,True,Active,False,0,2025-07-27,2026-03-28T17:51:09.847033
MZ0073,Tendai,Mpofu,tendai.mpofu73@micrlabs.onmicrosoft.com,Clinical,Doctor,Harare,-17.8711,31.0262,7,True,True,Active,False,0,2023-02-23,2026-03-28T17:51:09.847064
MZ0074,Nkosi,Mpofu,nkosi.mpofu74@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.8509,31.0882,7,True,False,Active,False,0,2023-09-05,2026-03-28T17:51:09.847098
MZ0075,Sibusiso,Phiri,sibusiso.phiri75@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8643,31.0288,9,True,True,Active,False,0,2025-10-18,2026-03-28T17:51:09.847128
MZ0076,Nompilo,Ncube,nompilo.ncube76@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.8488,31.0425,13,True,True,Active,False,0,2025-07-21,2026-03-28T17:51:09.847158
MZ0077,Munyaradzi,Tembo,munyaradzi.tembo77@micrlabs.onmicrosoft.com,Clinical,Doctor,Harare,-17.8542,31.0113,5,False,True,Active,False,0,2024-06-19,2026-03-28T17:51:09.847188
MZ0078,Farai,Banda,farai.banda78@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Bulawayo,-20.1383,28.6042,18,True,True,Active,False,0,2024-01-29,2026-03-28T17:51:09.847220
MZ0079,Lungelo,Zimba,lungelo.zimba79@micrlabs.onmicrosoft.com,Clinical,Doctor,Harare,-17.8122,31.088,15,True,True,Active,False,0,2024-08-03,2026-03-28T17:51:09.847250
MZ0080,Nyasha,Ncube,nyasha.ncube80@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.8469,31.0992,17,False,True,Active,False,0,2025-10-03,2026-03-28T17:51:09.847280
MZ0081,Sifiso,Moyo,sifiso.moyo81@micrlabs.onmicrosoft.com,Clinical,Doctor,Harare,-17.843,31.0778,19,False,True,Active,False,0,2023-02-12,2026-03-28T17:51:09.847310
MZ0082,Nompilo,Gumbo,nompilo.gumbo82@micrlabs.onmicrosoft.com,Clinical,Nurse,Bulawayo,-20.1704,28.6737,12,False,True,Active,False,0,2024-01-13,2026-03-28T17:51:09.847342
MZ0083,Sibusiso,Mpofu,sibusiso.mpofu83@micrlabs.onmicrosoft.com,Clinical,Doctor,Masvingo,-20.0331,30.8289,8,True,True,Active,False,0,2025-09-24,2026-03-28T17:51:09.847371
MZ0084,Sifiso,Mhlanga,sifiso.mhlanga84@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.832,31.0479,9,True,False,Active,False,0,2024-04-12,2026-03-28T17:51:09.847403
MZ0085,Rudo,Nkomo,rudo.nkomo85@micrlabs.onmicrosoft.com,Clinical,Nurse,Mutare,-18.9792,32.7143,13,False,True,Active,False,0,2021-09-30,2026-03-28T17:51:09.847432
MZ0086,Nomvula,Banda,nomvula.banda86@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Bulawayo,-20.148,28.6316,17,True,True,Active,False,0,2022-12-19,2026-03-28T17:51:09.847462
MZ0087,Tsitsi,Zimba,tsitsi.zimba87@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8016,31.0066,20,False,True,Active,False,0,2023-04-23,2026-03-28T17:51:09.847493
MZ0088,Nyasha,Moyo,nyasha.moyo88@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.7827,31.0354,8,False,True,Active,False,0,2024-08-18,2026-03-28T17:51:09.847552
MZ0089,Kudzai,Dube,kudzai.dube89@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.8137,31.0176,20,False,True,Active,False,0,2022-07-09,2026-03-28T17:51:09.847606
MZ0090,Takudzwa,Mhlanga,takudzwa.mhlanga90@micrlabs.onmicrosoft.com,Clinical,Radiologist,Bulawayo,-20.1291,28.6718,20,False,True,Active,False,0,2024-07-28,2026-03-28T17:51:09.847658
MZ0091,Tendai,Chirwa,tendai.chirwa91@micrlabs.onmicrosoft.com,Clinical,Doctor,Masvingo,-20.0247,30.8575,18,False,True,Active,False,0,2023-12-13,2026-03-28T17:51:09.847691
MZ0092,Nomvula,Tembo,nomvula.tembo92@micrlabs.onmicrosoft.com,Clinical,Doctor,Harare,-17.8763,31.0346,6,True,True,Active,False,0,2022-03-12,2026-03-28T17:51:09.847722
MZ0093,Simba,Zimba,simba.zimba93@micrlabs.onmicrosoft.com,Clinical,Nurse,Bulawayo,-20.1032,28.5934,7,True,True,Active,False,0,2023-06-28,2026-03-28T17:51:09.847752
MZ0094,Nomvula,Mpofu,nomvula.mpofu94@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8538,31.0277,5,False,True,Active,False,0,2023-03-31,2026-03-28T17:51:09.847787
MZ0095,Chiedza,Banda,chiedza.banda95@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Masvingo,-20.0256,30.8127,18,True,True,Active,False,0,2024-09-02,2026-03-28T17:51:09.847818
MZ0096,Munyaradzi,Mhlanga,munyaradzi.mhlanga96@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.8555,31.0594,14,False,True,Active,False,0,2025-01-14,2026-03-28T17:51:09.847848
MZ0097,Nkosi,Sithole,nkosi.sithole97@micrlabs.onmicrosoft.com,Clinical,Radiologist,Gweru,-19.4222,29.8641,20,False,False,Active,False,0,2024-02-22,2026-03-28T17:51:09.847880
MZ0098,Bongani,Chirwa,bongani.chirwa98@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8541,31.0778,9,True,False,Active,False,0,2023-11-09,2026-03-28T17:51:09.847909
MZ0099,Nompilo,Moyo,nompilo.moyo99@micrlabs.onmicrosoft.com,Clinical,Doctor,Bulawayo,-20.1093,28.5854,14,True,True,Active,False,0,2021-09-29,2026-03-28T17:51:09.847940
MZ0100,Simba,Gumbo,simba.gumbo100@micrlabs.onmicrosoft.com,Clinical,Nurse,Masvingo,-20.0713,30.8741,10,True,True,Active,False,0,2023-12-26,2026-03-28T17:51:09.847970
MZ0101,Lungelo,Nkomo,lungelo.nkomo101@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.7829,31.0163,12,False,True,Active,False,0,2021-10-17,2026-03-28T17:51:09.848000
MZ0102,Sibusiso,Nkomo,sibusiso.nkomo102@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.8528,31.0146,16,True,True,Active,False,0,2023-04-30,2026-03-28T17:51:09.848030
MZ0103,Sibusiso,Chirwa,sibusiso.chirwa103@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.8767,31.0906,15,False,True,Active,False,0,2025-10-22,2026-03-28T17:51:09.848059
MZ0104,Thandi,Chirwa,thandi.chirwa104@micrlabs.onmicrosoft.com,Clinical,Doctor,Harare,-17.8652,31.0968,14,False,True,Active,False,0,2022-05-15,2026-03-28T17:51:09.848090
MZ0105,Munyaradzi,Banda,munyaradzi.banda105@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.7843,31.0718,18,True,True,Active,False,0,2023-01-31,2026-03-28T17:51:09.848119
MZ0106,Nyasha,Sithole,nyasha.sithole106@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.784,31.0055,16,True,True,Active,False,0,2025-09-18,2026-03-28T17:51:09.848149
MZ0107,Sibusiso,Chirwa,sibusiso.chirwa107@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.789,31.0667,6,True,True,Active,False,0,2022-07-13,2026-03-28T17:51:09.848177
MZ0108,Sibusiso,Chirwa,sibusiso.chirwa108@micrlabs.onmicrosoft.com,Clinical,Doctor,Harare,-17.8153,31.0993,6,False,True,Active,False,0,2024-03-08,2026-03-28T17:51:09.848206
MZ0109,Chiedza,Mhlanga,chiedza.mhlanga109@micrlabs.onmicrosoft.com,Clinical,Nurse,Mutare,-19.0,32.6425,12,True,True,Active,False,0,2022-05-23,2026-03-28T17:51:09.848235
MZ0110,Nomvula,Dube,nomvula.dube110@micrlabs.onmicrosoft.com,Clinical,Doctor,Bulawayo,-20.1026,28.5874,5,True,True,Active,False,0,2025-10-21,2026-03-28T17:51:09.848264
MZ0111,Nkosi,Dube,nkosi.dube111@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.8665,31.0443,8,False,True,Active,False,0,2025-03-01,2026-03-28T17:51:09.848292
MZ0112,Nyasha,Phiri,nyasha.phiri112@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.8177,31.0749,14,True,False,Active,False,0,2023-06-30,2026-03-28T17:51:09.848321
MZ0113,Sifiso,Zimba,sifiso.zimba113@micrlabs.onmicrosoft.com,Clinical,Doctor,Bulawayo,-20.1335,28.6674,7,False,True,Active,False,0,2023-04-19,2026-03-28T17:51:09.848351
MZ0114,Farai,Chikwanda,farai.chikwanda114@micrlabs.onmicrosoft.com,Clinical,Nurse,Bulawayo,-20.124,28.6476,17,False,True,Active,False,0,2021-10-14,2026-03-28T17:51:09.848382
MZ0115,Sibusiso,Nkomo,sibusiso.nkomo115@micrlabs.onmicrosoft.com,Clinical,Radiologist,Mutare,-18.9354,32.686,11,True,False,Active,False,0,2021-06-28,2026-03-28T17:51:09.848412
MZ0116,Nompilo,Zimba,nompilo.zimba116@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.8697,31.0449,13,True,True,Active,False,0,2022-09-09,2026-03-28T17:51:09.848441
MZ0117,Chiedza,Mhlanga,chiedza.mhlanga117@micrlabs.onmicrosoft.com,Clinical,Radiologist,Harare,-17.836,31.0767,16,False,True,Active,False,0,2023-01-23,2026-03-28T17:51:09.848470
MZ0118,Munyaradzi,Mutasa,munyaradzi.mutasa118@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Gweru,-19.4059,29.809,6,False,True,Active,False,0,2023-02-23,2026-03-28T17:51:09.848499
MZ0119,Tsitsi,Phiri,tsitsi.phiri119@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Harare,-17.8135,31.0246,8,True,True,Active,False,0,2024-05-08,2026-03-28T17:51:09.848639
MZ0120,Bongani,Nkomo,bongani.nkomo120@micrlabs.onmicrosoft.com,Clinical,Doctor,Harare,-17.8231,31.0789,5,True,True,Active,False,0,2023-06-27,2026-03-28T17:51:09.848715
MZ0121,Farai,Chikwanda,farai.chikwanda121@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Mutare,-18.9898,32.6549,5,True,True,Active,False,0,2024-07-22,2026-03-28T17:51:09.848778
MZ0122,Farai,Tembo,farai.tembo122@micrlabs.onmicrosoft.com,Clinical,Radiologist,Bulawayo,-20.1794,28.651,11,True,True,Active,False,0,2023-01-29,2026-03-28T17:51:09.848836
MZ0123,Thandi,Tembo,thandi.tembo123@micrlabs.onmicrosoft.com,Clinical,Nurse,Harare,-17.7851,31.0618,6,True,True,Active,False,0,2025-01-21,2026-03-28T17:51:09.848887
MZ0124,Rudo,Banda,rudo.banda124@micrlabs.onmicrosoft.com,Clinical,Doctor,Bulawayo,-20.1339,28.6206,13,True,True,Active,False,0,2023-08-16,2026-03-28T17:51:09.848939
MZ0125,Sibusiso,Chikwanda,sibusiso.chikwanda125@micrlabs.onmicrosoft.com,Clinical,Lab Technician,Bulawayo,-20.1232,28.6291,14,True,True,Active,False,0,2025-11-14,2026-03-28T17:51:09.848989
MZ0126,Tinashe,Chikwanda,tinashe.chikwanda126@micrlabs.onmicrosoft.com,Clinical,Doctor,Masvingo,-20.0477,30.8592,14,True,True,Active,False,0,2021-09-01,2026-03-28T17:51:09.849037
MZ0127,Farai,Zimba,farai.zimba127@micrlabs.onmicrosoft.com,Clinical,Radiologist,Bulawayo,-20.1595,28.6323,16,True,False,Active,False,0,2025-06-24,2026-03-28T17:51:09.849086
MZ0128,Nkosi,Banda,nkosi.banda128@micrlabs.onmicrosoft.com,Clinical,Doctor,Masvingo,-20.0382,30.8404,17,False,True,Active,False,0,2021-11-02,2026-03-28T17:51:09.849134
MZ0129,Nkosi,Mutasa,nkosi.mutasa129@micrlabs.onmicrosoft.com,Clinical,Doctor,Harare,-17.7844,31.0482,16,True,True,Active,False,0,2023-11-24,2026-03-28T17:51:09.849183
