id,displayName,userPrincipalName,userType,onPremisesSyncEnabled,identities,companyName,creationType
98498dd9-b426-421f-8b9f-c85e1ac260e6,Catherine Lee,catherine.lee@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""catherine.lee@micrlabs.onmicrosoft.com""}]",,
096c72b8-a782-412c-81ee-d4a81082a8fc,Charlie Davis,charlie.davis@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""charlie.davis@micrlabs.onmicrosoft.com""}]",,
4cbd74db-608b-43c4-a857-006a8ed73de6,Charlie Hall,charlie.hall@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""charlie.hall@micrlabs.onmicrosoft.com""}]",,
21fb1297-6faa-493a-aede-91b97bceffd2,Chiedza Banda,chiedza.banda95@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.banda95@micrlabs.onmicrosoft.com""}]",,
1fadeb12-4924-489c-b02b-b042bc304248,Chiedza Chikwanda,chiedza.chikwanda237@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.chikwanda237@micrlabs.onmicrosoft.com""}]",,
b40b5860-ff89-4b6f-abbd-1d6864fd18c9,Chiedza Chikwanda,chiedza.chikwanda437@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.chikwanda437@micrlabs.onmicrosoft.com""}]",,
e6dee830-c2be-4f4e-a523-e55c565f8026,Chiedza Chirwa,chiedza.chirwa272@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.chirwa272@micrlabs.onmicrosoft.com""}]",,
fbee6ae4-1ad4-4de9-ba55-ee0528caf6ff,Chiedza Chirwa,chiedza.chirwa396@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.chirwa396@micrlabs.onmicrosoft.com""}]",,
14d03719-fe97-40a0-a2b9-107de298b405,Chiedza Gumbo,chiedza.gumbo38@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.gumbo38@micrlabs.onmicrosoft.com""}]",,
5d64204c-6d06-40cf-bc14-b9393c044a54,Chiedza Gumbo,chiedza.gumbo209@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.gumbo209@micrlabs.onmicrosoft.com""}]",,
5e44c099-ca21-459b-b0f7-3c9d7091ffe1,Chiedza Gumbo,chiedza.gumbo32@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.gumbo32@micrlabs.onmicrosoft.com""}]",,
b86854a8-034f-486b-ba9b-c1f5ccb2f879,Chiedza Gumbo,chiedza.gumbo229@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.gumbo229@micrlabs.onmicrosoft.com""}]",,
77d57e15-03b9-4052-ba29-817f018f14e2,Chiedza Mhlanga,chiedza.mhlanga357@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.mhlanga357@micrlabs.onmicrosoft.com""}]",,
b683b7d7-fa0f-4032-9df5-5bcee21a57bb,Chiedza Mhlanga,chiedza.mhlanga117@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.mhlanga117@micrlabs.onmicrosoft.com""}]",,
c80035ec-4db6-455c-a3e1-a3dbc53a772a,Chiedza Mhlanga,chiedza.mhlanga109@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.mhlanga109@micrlabs.onmicrosoft.com""}]",,
8aca88ff-9f77-40ed-9a57-965ccaeebdce,Chiedza Moyo,chiedza.moyo492@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.moyo492@micrlabs.onmicrosoft.com""}]",,
391efda8-89a1-4ff0-97ce-642e95be7705,Chiedza Ncube,chiedza.ncube19@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.ncube19@micrlabs.onmicrosoft.com""}]",,
51c356f8-d646-4f7f-835a-80bc007d932e,Chiedza Ncube,chiedza.ncube445@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.ncube445@micrlabs.onmicrosoft.com""}]",,
302f5ffb-f521-4eea-a10f-aa4a03760f0e,Chiedza Nkomo,chiedza.nkomo330@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.nkomo330@micrlabs.onmicrosoft.com""}]",,
690bc4c2-d7f8-4c16-9b36-c6f3642d980e,Chiedza Phiri,chiedza.phiri420@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.phiri420@micrlabs.onmicrosoft.com""}]",,
117520a1-1a58-41f6-ba00-f6b0af31bfa5,Chiedza Sithole,chiedza.sithole279@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.sithole279@micrlabs.onmicrosoft.com""}]",,
578d8ffd-b404-4ef3-a2ce-4e718d952f38,Chiedza Tembo,chiedza.tembo451@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.tembo451@micrlabs.onmicrosoft.com""}]",,
a177308a-3ccd-47ce-be57-3523906ef080,Chiedza Tembo,chiedza.tembo156@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.tembo156@micrlabs.onmicrosoft.com""}]",,
d78b493d-9c8c-4f30-a9a9-b8e2c3498545,Chiedza Tembo,chiedza.tembo59@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.tembo59@micrlabs.onmicrosoft.com""}]",,
c2ecd409-e97d-4ce3-9290-7772f6587340,Chiedza Zimba,chiedza.zimba182@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""chiedza.zimba182@micrlabs.onmicrosoft.com""}]",,
78b2c769-4f83-4f90-bfb3-571336589da6,David Brown,david.brown@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""david.brown@micrlabs.onmicrosoft.com""}]",,
bede4099-9246-46f6-ba1d-f5b375fd69e6,Diana Prince,diana.prince@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""diana.prince@micrlabs.onmicrosoft.com""}]",,
de5b9247-dd38-4bad-934c-a4744bff2766,Ella Wilson,ella.wilson@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""ella.wilson@micrlabs.onmicrosoft.com""}]",,
bdcd7684-a352-4d1f-826f-8eb1918beed2,Emma Thompson,emma.thompson@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""emma.thompson@micrlabs.onmicrosoft.com""}]",,
116af130-ad54-48af-817e-3ff31c65d927,Ethan Hunt,ethan.hunt@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""ethan.hunt@micrlabs.onmicrosoft.com""}]",,
261a59df-e5ef-4e99-ad97-6b5c1dbdd8c2,Farai Banda,farai.banda78@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.banda78@micrlabs.onmicrosoft.com""}]",,
29fd9778-7801-4650-8952-94325f0cb37e,Farai Banda,farai.banda434@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.banda434@micrlabs.onmicrosoft.com""}]",,
9f818bb5-81c9-461e-bb8a-47e2d3b12d0a,Farai Banda,farai.banda476@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.banda476@micrlabs.onmicrosoft.com""}]",,
0ae108b2-0bb4-4830-9c3b-ce6bac3791c1,Farai Chikwanda,farai.chikwanda121@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.chikwanda121@micrlabs.onmicrosoft.com""}]",,
8629723f-93e2-4b99-841c-fbdc6bca4ed3,Farai Chikwanda,farai.chikwanda114@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.chikwanda114@micrlabs.onmicrosoft.com""}]",,
cf59f9a3-2cc2-41d7-8f2f-70924d1746b1,Farai Chikwanda,farai.chikwanda337@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.chikwanda337@micrlabs.onmicrosoft.com""}]",,
13720b20-2772-4594-bda4-c3e92b334c6b,Farai Chirwa,farai.chirwa173@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.chirwa173@micrlabs.onmicrosoft.com""}]",,
bd8e286f-234f-41be-b92c-73b050771a55,Farai Gumbo,farai.gumbo233@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.gumbo233@micrlabs.onmicrosoft.com""}]",,
c0509039-bee3-462a-bd09-058f05fc71b2,Farai Gumbo,farai.gumbo393@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.gumbo393@micrlabs.onmicrosoft.com""}]",,
2674f94e-8aa7-440c-94a1-59c4662bde3d,Farai Ncube,farai.ncube310@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.ncube310@micrlabs.onmicrosoft.com""}]",,
40b1c881-b01c-43f3-be69-e38122b91c06,Farai Nkomo,farai.nkomo299@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.nkomo299@micrlabs.onmicrosoft.com""}]",,
b569049d-c25f-4213-8fef-35bcefa2bfa0,Farai Nkomo,farai.nkomo328@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.nkomo328@micrlabs.onmicrosoft.com""}]",,
f05233b3-6ca6-48c0-862f-cf3fc9544534,Farai Nkomo,farai.nkomo267@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.nkomo267@micrlabs.onmicrosoft.com""}]",,
501e8dcd-f311-46c7-b142-192f08f292dc,Farai Phiri,farai.phiri461@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.phiri461@micrlabs.onmicrosoft.com""}]",,
f42c6db2-c080-4a58-ab44-5a81b25dcde4,Farai Phiri,farai.phiri347@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.phiri347@micrlabs.onmicrosoft.com""}]",,
edd5a1b8-1b4c-46b3-95d8-afefcab83c52,Farai Sithole,farai.sithole422@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.sithole422@micrlabs.onmicrosoft.com""}]",,
fd396c86-e69d-4143-9f58-d0a4f609bf48,Farai Tembo,farai.tembo122@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.tembo122@micrlabs.onmicrosoft.com""}]",,
b00f1018-86e8-48a2-a851-677c034d0ea1,Farai Zimba,farai.zimba459@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.zimba459@micrlabs.onmicrosoft.com""}]",,
ef08737e-556b-41a6-95e9-1adbb90a87aa,Farai Zimba,farai.zimba127@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""farai.zimba127@micrlabs.onmicrosoft.com""}]",,
056265eb-2461-411b-88df-a7050a4a694c,Fiona Gallagher,fiona.gallagher@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""fiona.gallagher@micrlabs.onmicrosoft.com""}]",,
1d6ecbe2-c37f-4802-a76a-e97aeb765f63,Frank Miller,frank.miller@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""frank.miller@micrlabs.onmicrosoft.com""}]",,
14fce7af-8c2a-4855-90a5-3311374a74e1,George Miller,george.miller@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""george.miller@micrlabs.onmicrosoft.com""}]",,
fb49fc3e-ffba-47d4-bd74-5f8397f1f5cf,Global.Admin,Global.Admin@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""Global.Admin@micrlabs.onmicrosoft.com""}]",,
8a1f50dc-9e78-4ed8-93b7-88bdd11119a1,Grace Garcia,grace.garcia@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""grace.garcia@micrlabs.onmicrosoft.com""}]",,
1d428ae3-7a2b-41fd-b33a-24355292beaf,Hannah Abbott,hannah.abbott@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""hannah.abbott@micrlabs.onmicrosoft.com""}]",,
c255189b-fa3a-43de-b52a-ccdde0123263,Henry Martinez,henry.martinez@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""henry.martinez@micrlabs.onmicrosoft.com""}]",,
0829dec4-a7ea-4698-ad9d-b915859ced6e,Ian Wright,ian.wright@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""ian.wright@micrlabs.onmicrosoft.com""}]",,
bf2fca57-2fff-42fb-8580-63aa9a6d302f,Isabella Wright,isabella.wright@micrlabs.onmicrosoft.com,Member,,"[{""signInType"":""userPrincipalName"",""issuer"":""micrlabs.onmicrosoft.com"",""issuerAssignedId"":""isabella.wright@micrlabs.onmicrosoft.com""}]",,
